artist_name,artist_url,works,work_urls,category
Bill T. Jones / Arnie Zane,https://ubu.com/dance/jones.html,"Rotary Action, 24 Images per Second (1995)


Now in its 30th year, the Bill T. Jones/Arnie Zane Dance Company was born out of an 11-year collaboration between Bill T. Jones and Arnie Zane (1948Ã1988). During this time, they redefined the duet form and foreshadowed issues of identity, form and social commentary that would change the face of American dance. The Company has performed worldwide in over 200 cities in 40 countries on every major continent and is recognized as one of the most innovative and powerful forces in the dance-theater world. Touring projects for the 2013-2014 season include major new work, repertory classics, minimal duets and Bill T. Jones's return to the stage.

The repertory of the Bill T. Jones/Arnie Zane Dance Company is widely varied in its subject matter, visual imagery and stylistic approach to movement, voice and stagecraft and includes musically-driven works as well as works using a variety of texts. The Company has been acknowledged for its intensely collaborative method of creation that has included artists as diverse as Keith Haring, Cassandra Wilson, The Orion String Quartet, the Chamber Society of Lincoln Center, Fred Hersch, Jenny Holzer, Robert Longo, Julius Hemphill and Daniel Bernard Roumain, among others. The collaborations of the Bill T. Jones/Arnie Zane Dance Company with visual artists were the subject of Art Performs Life (1998), a groundbreaking exhibition at the Walker Art Center in Minneapolis, MN.

Some of its most celebrated creations are evening length works including Last Supper at Uncle Tom's Cabin/The Promised Land (1990, Next Wave Festival at the Brooklyn Academy of Music); Still/Here (1994, Biennale de la Danse in Lyon, France); We Set Out Early... Visibility Was Poor (1996, Hancher Auditorium,Iowa City, IA); You Walk? (2000, European Capital of Culture 2000,Bolgna, Italy); Blind Date (2006, Peak Performances at Montclair State University); Chapel/Chapter (2006, Harlem Stage Gatehouse); and Fondly Do We Hope... Fervently Do We Pray (2009, Ravinia Festival, Highland Park, IL). The ongoing, site-specific, Another Evening was last performed in its seventh incarnation as Another Evening: Venice/Arsenale (2010, La Biennale di Venezia).

The Company has also produced two evenings centered on Bill T. Jones's solo performance: The Breathing Show (1999, Hancher Auditorium, Iowa City, IA) and As I Was Saying... (2005, Walker Art Center, Minneapolis, MN).

The Company has been featured in many publications and one of the most in-depth examinations of Bill T. Jones and Arnie Zane's collaborations can be found in Body Against Body: The Dance and Other Collaborations of Bill T. Jones and Arnie Zane (1989 - Station Hill Press) edited by Elizabeth Zimmer.

The Company has received numerous awards, including New York Dance and Performance Awards (""Bessie"") for Chapel/Chapter at Harlem Stage (2006), The Table Project (2001), D-Man in the Waters (1989 and 2001), musical scoring and costume design for Last Supper at Uncle Tom's Cabin/The Promised Land (1990) and for the groundbreaking Joyce Theater season (1986). The Company was nominated for the 1999 Laurence Olivier Award for ""Outstanding Achievement in Dance and Best New Dance Production"" for We Set Out Early... Visibility was Poor.

The Company celebrated its landmark 20th anniversary at the Brooklyn Academy of Music with 37 guest artists including Susan Sarandon, Cassandra Wilson and Vernon Reid. The Phantom Project: The 20th Season presented a diverse repertoire of over 15 revivals and new works.

During the Company's 25th anniversary season in 2007, Ravinia Festival in Highland Park, IL offered the Company its most significant commission to date: to create a work to honor the bicentennial of Abraham Lincoln's birth. The Company created three new productions in response: 100 Migrations (2008), a site-specific community performance project; Serenade/The Proposition (2008), examining the nature of history; and Fondly Do We Hope... Fervently Do We Pray (2009), the making of which is the subject of a feature-length documentary by Kartemquin Films entitled A Good Man, broadcast on PBS American Masters in 2011.

The Company has distinguished itself through extensive community outreach and educational programs, including partnerships with Bard College, where company members teach an innovative curriculum rooted in the Company's creative model and highly collaborative methods; and with Lincoln Center Institute, which uses Company works in its educator-training and in-school repertory programs. University and college dance programs throughout the U.S. work with the Company to reconstruct significant works for their students. The Company conducts intensive workshops for professional and pre-professional dancers and produces a broad range of discussion events at home and on the road, all born from the strong desire to ""participate in the world of ideas.""","https://ubu.com/dance/jones_rotary.html, https://ubu.com/dance/jones_24.html",Dance
Sankai Juku,https://ubu.com/film/juku.html,Butoh Dance at Battersea Power Station,https://ubu.com/film/juku_butoh.html,Dance
Anne Teresa de Keersmaeker,https://ubu.com/dance/keersmaeker.html,"Fase (Four Movements to the Music of Steve Reich), Rosas Danst Rosas, Achterland, Counter Phrases, Ma Mere l'Oye","https://ubu.com/dance/keers_fase.html, https://ubu.com/dance/keers_rosas.html, https://ubu.com/dance/keers_achterland.html, https://ubu.com/dance/keers_counter.html, https://ubu.com/dance/keers_mere.html",Dance
Akram Khan,https://ubu.com/dance/khan.html,"If Not, Why Not?",https://ubu.com/dance/khan_if.html,Dance
Jiří Kylián,https://ubu.com/dance/kylian.html,Kaguyahime,https://ubu.com/dance/kylian_kaguyahime.html,Dance
La La La Human Steps,https://ubu.com/dance/la-la.html,La La La Human Steps: Amelia,https://ubu.com/dance/la-la_amelia.html,Dance
Xaiver Le Roy,https://ubu.com/dance/leroy.html,Product of Circumstances,https://ubu.com/dance/leroy_circumstances.html,Dance
Ralph Lemon,https://ubu.com/dance/lemon.html,Come home Charley Patton (2004),https://ubu.com/dance/lemon_patton.html,Dance
Lumière Brothers,https://ubu.com/film/lumieres_danse-serpentine.html,"Back to Dance with Camera in UbuWeb Film, Danse Serpentine (1896)","https://ubu.com/film/dance-with-camera.html, https://ubu.com/media/video/Lumiere-Brothers_Danse-Serpentine_1896.mp4",Dance
Jean-Christophe Maillot,https://ubu.com/dance/maillot.html,Miniatures,https://ubu.com/dance/maillot_miniatures.html,Dance
Russell Maliphant,https://ubu.com/dance/maliphant.html,"Rise and Fall (Two, Torsion, Broken Fall), Sylvie Guillem","https://ubu.com/dance/maliphant_rise.html, https://ubu.com/dance/guillem.html",Dance
Maguy Marin,https://ubu.com/dance/marin.html,Umwelt,https://ubu.com/dance/marin_umwelt.html,Dance
Gordon Matta-Clark,https://ubu.com/film/gmc_treedance.html,"Back to Gordon Matta-Clark in UbuWeb Film, Tree Dance","https://ubu.com/film/gmc.html, https://ubu.com/media/video/Matta-GC_Tree-Dance.mp4",Dance
Wayne McGregor,https://ubu.com/dance/mcgregor.html,Entity,https://ubu.com/dance/mcgregor_entity.html,Dance
Mathilde Monnier,https://ubu.com/dance/monnier.html,"Les Lieux de là, Gustavia, Frère et Sœur","https://ubu.com/dance/monnier_lieux.html, https://ubu.com/dance/monnier_gustavia.html, https://ubu.com/dance/monnier_frere.html",Dance
Michael Moschen,https://ubu.com/dance/moschen.html,"Fire, ""Light"" ""Sticks""","https://ubu.com/dance/moschen_fire.html, https://ubu.com/dance/moschen_light.html",Dance
