artist_name,artist_url,works,work_urls,category
Francis E. Dec,https://ubu.com/sound/dec.html,"Rant 1, Rant 2, Rant 3, Rant 4, Rant 5","https://ubu.com/media/sound/dec_francis/Dec-Francis-E_rant1.mp3, https://ubu.com/media/sound/dec_francis/Dec-Francis-E_rant2.mp3, https://ubu.com/media/sound/dec_francis/Dec-Francis-E_rant3.mp3, https://ubu.com/media/sound/dec_francis/Dec-Francis-E_rant4.mp3, https://ubu.com/media/sound/dec_francis/Dec-Francis-E_rant5.mp3",Outsiders
Jim Roche,https://ubu.com/sound/roche.html,"Hippys Are Living Proof, 1971 (3:31), Every Man, Woman, And Child, 1972 (7:53), Fight It Out, 1972 (11:46), Bubble Blower, 1972 (5:08), Straight Razor, 1972 (9:14), Mama Bear, 1972 (8:50), Power Poles, 1973 (3:31), Swoops Down Outta The Sky, 1975 (12:33), Cadillac, 1973 (5:52), Store Up Your Treasures in Heaven, 1974 (7:29), Whatcha Doing Down There Boy, 1975 (7:32), Whatsda Matter Wid Jew, 1977 (5:33), Lucky T's Texaco, 1975 (6:17)","https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_01_Hippys.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_02_Every-Man.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_03_Fight.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_04_Bubble-Blower.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_05_Razor.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_06_Mama-Bear.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_07_Power-Poles.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_08_Swoops.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_09_Cadillac.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_10_Store-Up.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_11_Down-There.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_12_Wid-Jew.mp3, https://ubu.com/media/sound/roche_jim/Roche-Jim_Learning-To-Count_13_Texaco.mp3",Outsiders
Assorted,https://ubu.com/outsiders/ass.html,"I Am Your President, Mongo Santamaria, Fukked, Street Rag, Stuffed Animal, Penis, Smoke Detector, Comic Relief, Hula, Us Air, Found YangYang, Apology, Irene, Bank, God, Penny, Meato, Aids, What an asshole, The Chain, Lost Dog, Dick, Dustone, Fire Island, Hip Pharmacy, Vote Here, A List, Hangman, Lingling, Madness, Mindless, Something New, Officer Ramierz, Pat + Pataki, Poem for All, Dear Santa, Survival Fight, Broken Glasses, Mitzvah, Pit Bull, Smart People, Squirmy Worm, Super Discount Rate, Super Excellent Guy, Times Up, To Whom It May Concern, Ugly Babies, Singing Pets, Semi-Nude Cleaning, Saddam, Phone Number Changed, Pepsi, Non Voter, Never Shoot Up, Mortal Man, Masturbate, Kill, Ivalo, Goof, Get A Life, For Sale, Fashion Fascism, Enron Poem, Congress, Confess, Computer, Collect, Chase, Celebration, Cats, Calendar, Boycott Flashdancers, Bongo, Ass Cancer, Beagle, Adolf Wölfli's","https://ubu.com/outsiders/ass/president.html, https://ubu.com/outsiders/ass/mongo.html, https://ubu.com/outsiders/ass/fukked.html, https://ubu.com/outsiders/ass/street_rag.html, https://ubu.com/outsiders/ass/stuffed_animal.html, https://ubu.com/outsiders/ass/penis.html, https://ubu.com/outsiders/ass/smoke_detector.html, https://ubu.com/outsiders/ass/comic_relief.html, https://ubu.com/outsiders/ass/hula.html, https://ubu.com/outsiders/ass/us_air.html, https://ubu.com/outsiders/ass/found_yangyang.html, https://ubu.com/outsiders/ass/apology.html, https://ubu.com/outsiders/ass/irene.html, https://ubu.com/outsiders/ass/bank.html, https://ubu.com/outsiders/ass/god.html, https://ubu.com/outsiders/ass/penny.html, https://ubu.com/outsiders/ass/meato.html, https://ubu.com/outsiders/ass/aids.html, https://ubu.com/outsiders/ass/asshole.html, https://ubu.com/outsiders/ass/chain.html, https://ubu.com/outsiders/ass/dog.html, https://ubu.com/outsiders/ass/dick.html, https://ubu.com/outsiders/ass/dustone.html, https://ubu.com/outsiders/ass/fire_island.html, https://ubu.com/outsiders/ass/hip.html, https://ubu.com/outsiders/ass/koch.html, https://ubu.com/outsiders/ass/list.html, https://ubu.com/outsiders/ass/hangman.html, https://ubu.com/outsiders/ass/lingling.html, https://ubu.com/outsiders/ass/madness.html, https://ubu.com/outsiders/ass/mindless.html, https://ubu.com/outsiders/ass/new.html, https://ubu.com/outsiders/ass/officer.html, https://ubu.com/outsiders/ass/pataki.html, https://ubu.com/outsiders/ass/poem_for_all.html, https://ubu.com/outsiders/ass/santa.html, https://ubu.com/outsiders/ass/survival.html, https://ubu.com/outsiders/ass/broken_glasses.html, https://ubu.com/outsiders/ass/mitzvah.html, https://ubu.com/outsiders/ass/pit_bull.html, https://ubu.com/outsiders/ass/smart_people.html, https://ubu.com/outsiders/ass/squirmy_worm.html, https://ubu.com/outsiders/ass/super_discount_rate.html, https://ubu.com/outsiders/ass/super_excellent_guy.html, https://ubu.com/outsiders/ass/times_up.html, https://ubu.com/outsiders/ass/to_whom_it_may_concern.html, https://ubu.com/outsiders/ass/ugly_babies.html, https://ubu.com/outsiders/ass/singing_pets.html, https://ubu.com/outsiders/ass/semi_nude_cleaning.html, https://ubu.com/outsiders/ass/saddam.html, https://ubu.com/outsiders/ass/phone_number_changed.html, https://ubu.com/outsiders/ass/pepsi.html, https://ubu.com/outsiders/ass/non_voter.html, https://ubu.com/outsiders/ass/never_shoot_up.html, https://ubu.com/outsiders/ass/mortal_man.html, https://ubu.com/outsiders/ass/masturbate.html, https://ubu.com/outsiders/ass/kill.html, https://ubu.com/outsiders/ass/ivalo.html, https://ubu.com/outsiders/ass/goof.html, https://ubu.com/outsiders/ass/get_a_life.html, https://ubu.com/outsiders/ass/for_sale.html, https://ubu.com/outsiders/ass/fashion_fascism.html, https://ubu.com/outsiders/ass/enron_poem.html, https://ubu.com/outsiders/ass/congress.html, https://ubu.com/outsiders/ass/confess.html, https://ubu.com/outsiders/ass/computer.html, https://ubu.com/outsiders/ass/collect.html, https://ubu.com/outsiders/ass/chase.html, https://ubu.com/outsiders/ass/celebration.html, https://ubu.com/outsiders/ass/cats.html, https://ubu.com/outsiders/ass/calendar.html, https://ubu.com/outsiders/ass/boycott_flashdancers.html, https://ubu.com/outsiders/ass/bongo.html, https://ubu.com/outsiders/ass/ass_cancer.html, https://ubu.com/outsiders/ass/beagle.html, https://ubu.com/ethno/visuals/wolfli.html",Outsiders
The Ancient Order Flyers,https://ubu.com/outsiders/ao.html,"01-11-00, 01-18-00, 01-21-00, 01-25-00, 01-28-00, 01-4-00, 01-7-00, 02-1-00, 02-10-00, 02-15-00, 02-22-00, 02-25-00, 02-29-00, 02-4-00, 02-8-00, 03-19-99, 03-26-99, 03-3-00, 04-9-99, 05-14-99, 06-15-99, 06-18-99, 06-22-99, 06-25-99, 06-29-00, 08-20-99, 08-27-99, 08-6-99, 09-14-99, 09-17-00, 10-15-99/1, 10-15-99/2, 10-15-99/3, 10-15-99/4, 10-15-99/5, 10-15-99/6, 10-22-99/1, 10-22-99/2, 11-24-99, 11-30-99/1, 11-30-99/2, 11-30-99/3, 12-10-99, 12-17-99, 3-17-00, 3-10-00, 3-14-00, 3-7-00","https://ubu.com/outsiders/ao/pdf/01-11-00.pdf, https://ubu.com/outsiders/ao/pdf/01-18-00.pdf, https://ubu.com/outsiders/ao/pdf/01-21-00.pdf, https://ubu.com/outsiders/ao/pdf/01-25-00.pdf, https://ubu.com/outsiders/ao/pdf/01-28-00.pdf, https://ubu.com/outsiders/ao/pdf/01-4-00.pdf, https://ubu.com/outsiders/ao/pdf/01-7-00.pdf, https://ubu.com/outsiders/ao/pdf/02-1-00.pdf, https://ubu.com/outsiders/ao/pdf/02-10-00.pdf, https://ubu.com/outsiders/ao/pdf/02-15-00.pdf, https://ubu.com/outsiders/ao/pdf/02-22-00.pdf, https://ubu.com/outsiders/ao/pdf/02-25-00.pdf, https://ubu.com/outsiders/ao/pdf/02-29-00.pdf, https://ubu.com/outsiders/ao/pdf/02-4-00.pdf, https://ubu.com/outsiders/ao/pdf/02-8-00.pdf, https://ubu.com/outsiders/ao/pdf/03-19-99.pdf, https://ubu.com/outsiders/ao/pdf/03-26-99.pdf, https://ubu.com/outsiders/ao/pdf/03-3-00.pdf, https://ubu.com/outsiders/ao/pdf/04-9-99.pdf, https://ubu.com/outsiders/ao/pdf/05-14-99.pdf, https://ubu.com/outsiders/ao/pdf/06-15-99.pdf, https://ubu.com/outsiders/ao/pdf/06-18-99.pdf, https://ubu.com/outsiders/ao/pdf/06-22-99.pdf, https://ubu.com/outsiders/ao/pdf/06-25-99.pdf, https://ubu.com/outsiders/ao/pdf/06-29-00.pdf, https://ubu.com/outsiders/ao/pdf/08-20-99.pdf, https://ubu.com/outsiders/ao/pdf/08-27-99.pdf, https://ubu.com/outsiders/ao/pdf/08-6-99.pdf, https://ubu.com/outsiders/ao/pdf/09-14-99.pdf, https://ubu.com/outsiders/ao/pdf/09-17-00.pdf, https://ubu.com/outsiders/ao/pdf/10-15-99-pg1.pdf, https://ubu.com/outsiders/ao/pdf/10-15-99-pg2.pdf, https://ubu.com/outsiders/ao/pdf/10-15-99-pg3.pdf, https://ubu.com/outsiders/ao/pdf/10-15-99-pg4.pdf, https://ubu.com/outsiders/ao/pdf/10-15-99-pg5.pdf, https://ubu.com/outsiders/ao/pdf/10-15-99-pg6.pdf, https://ubu.com/outsiders/ao/pdf/10-22-99-pg1.pdf, https://ubu.com/outsiders/ao/pdf/10-22-99-pg2.pdf, https://ubu.com/outsiders/ao/pdf/11-24-99.pdf, https://ubu.com/outsiders/ao/pdf/11-30-99-pg1.pdf, https://ubu.com/outsiders/ao/pdf/11-30-99-pg2.pdf, https://ubu.com/outsiders/ao/pdf/11-30-99-pg3.pdf, https://ubu.com/outsiders/ao/pdf/12-10-99.pdf, https://ubu.com/outsiders/ao/pdf/12-17-99.pdf, https://ubu.com/outsiders/ao/pdf/3-17-00.pdf, https://ubu.com/outsiders/ao/pdf/3-10-00.pdf, https://ubu.com/outsiders/ao/pdf/3-14-00.pdf, https://ubu.com/outsiders/ao/pdf/3-7-00.pdf",Outsiders
The Free Jack Ads,https://ubu.com/outsiders/jack.html,"1, 2, 3, 4, 5, 6, 7, 8, 9","https://ubu.com/outsiders/jack/jack1.html, https://ubu.com/outsiders/jack/jack2.html, https://ubu.com/outsiders/jack/jack3.html, https://ubu.com/outsiders/jack/jack4.html, https://ubu.com/outsiders/jack/jack5.html, https://ubu.com/outsiders/jack/jack6.html, https://ubu.com/outsiders/jack/jack7.html, https://ubu.com/outsiders/jack/jack8.html, https://ubu.com/outsiders/jack/jack9.html",Outsiders
The Orion Series,https://ubu.com/outsiders/orion.html,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15","https://ubu.com/outsiders/orion/orion01.html, https://ubu.com/outsiders/orion/orion02.html, https://ubu.com/outsiders/orion/orion03.html, https://ubu.com/outsiders/orion/orion04.html, https://ubu.com/outsiders/orion/orion05.html, https://ubu.com/outsiders/orion/orion06.html, https://ubu.com/outsiders/orion/orion07.html, https://ubu.com/outsiders/orion/orion08.html, https://ubu.com/outsiders/orion/orion09.html, https://ubu.com/outsiders/orion/orion10.html, https://ubu.com/outsiders/orion/orion11.html, https://ubu.com/outsiders/orion/orion12.html, https://ubu.com/outsiders/orion/orion13.html, https://ubu.com/outsiders/orion/orion14.html, https://ubu.com/outsiders/orion/orion15.html",Outsiders
Jean Dubuffet,https://ubu.com/sound/dubuffet.html,"Musique Brut (Time Records 3008, 1961), Expériences Musicales / Musical Experiments (1961), Jean Dubuffet & Asger Jorn – Musique Phénoménale (1961), Coucou Bazaar Turin 1978","https://ubu.com/sound/dubuffet_brut.html, https://ubu.com/sound/dubuffet_experienes.html, https://ubu.com/sound/dubuffet_jorn.html, https://ubu.com/sound/dubuffet_coucou.html",Outsiders
Adolf Wolfli,https://ubu.com/ethno/visuals/wolfli.html,"Adolf Wölfli
selection of images, ethnopoetics visuals, Adolf Wölfli in UbuWeb Sound","https://ubu.com/ethno/visuals/wolfli_01.html, https://ubu.com/ethno/visuals.html, https://ubu.com/sound/wolfli.html",Outsiders
